location,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million
Belarus,BLR,01/04/2021,,,,,403,,,,43.0
Belarus,BLR,01/05/2021,,,,,403,,,,43.0
Belarus,BLR,01/06/2021,,,,,403,,,,43.0
Belarus,BLR,01/07/2021,,,,,403,,,,43.0
Belarus,BLR,01/08/2021,,,,,403,,,,43.0
Belarus,BLR,01/09/2021,,,,,403,,,,43.0
Belarus,BLR,01/10/2021,,,,,403,,,,43.0
Belarus,BLR,01/11/2021,,,,,403,,,,43.0
Belarus,BLR,01/12/2021,,,,,403,,,,43.0
Belarus,BLR,01/13/2021,,,,,403,,,,43.0
Belarus,BLR,01/14/2021,,,,,403,,,,43.0
Belarus,BLR,01/15/2021,,,,,403,,,,43.0
Belarus,BLR,01/16/2021,,,,,403,,,,43.0
Belarus,BLR,01/17/2021,,,,,403,,,,43.0
Belarus,BLR,01/18/2021,,,,,403,,,,43.0
Belarus,BLR,01/19/2021,,,,,403,,,,43.0
Belarus,BLR,01/20/2021,,,,,403,,,,43.0
Belarus,BLR,01/21/2021,,,,,403,,,,43.0
Belarus,BLR,01/22/2021,,,,,403,,,,43.0
Belarus,BLR,01/23/2021,,,,,403,,,,43.0
Belarus,BLR,01/24/2021,,,,,403,,,,43.0
Belarus,BLR,01/25/2021,,,,,403,,,,43.0
Belarus,BLR,01/26/2021,,,,,403,,,,43.0
Belarus,BLR,01/27/2021,,,,,403,,,,43.0
Belarus,BLR,01/28/2021,,,,,403,,,,43.0
Belarus,BLR,01/29/2021,,,,,403,,,,43.0
Belarus,BLR,01/30/2021,,,,,403,,,,43.0
Belarus,BLR,01/31/2021,,,,,403,,,,43.0
Belarus,BLR,02/01/2021,,,,,403,,,,43.0
Belarus,BLR,02/02/2021,,,,,403,,,,43.0
Belarus,BLR,02/03/2021,,,,,403,,,,43.0
Belarus,BLR,02/04/2021,,,,,403,,,,43.0
Belarus,BLR,02/05/2021,,,,,403,,,,43.0
Belarus,BLR,02/06/2021,,,,,403,,,,43.0
Belarus,BLR,02/07/2021,,,,,403,,,,43.0
Belarus,BLR,02/08/2021,,,,,403,,,,43.0
Belarus,BLR,02/09/2021,,,,,403,,,,43.0
Belarus,BLR,02/10/2021,,,,,403,,,,43.0
Belarus,BLR,02/11/2021,,,,,403,,,,43.0
Belarus,BLR,02/12/2021,,,,,403,,,,43.0
Belarus,BLR,02/13/2021,,,,,403,,,,43.0
Belarus,BLR,02/14/2021,,,,,403,,,,43.0
Belarus,BLR,02/15/2021,,,,,403,,,,43.0
Belarus,BLR,02/16/2021,,,,,403,,,,43.0
Belarus,BLR,02/17/2021,,,,,403,,,,43.0
Belarus,BLR,02/18/2021,20944,20944.0,,,403,0.22,0.22,,43.0
Belgium,BEL,12/28/2020,298,298.0,,,,0.0,0.0,,
Belgium,BEL,12/29/2020,299,299.0,,1.0,1,0.0,0.0,,0.0
Belgium,BEL,12/30/2020,777,777.0,,478.0,240,0.01,0.01,,21.0
Belgium,BEL,12/31/2020,786,786.0,,9.0,163,0.01,0.01,,14.0
Belgium,BEL,01/01/2021,793,793.0,,7.0,124,0.01,0.01,,11.0
Belgium,BEL,01/02/2021,,,,,178,,,,15.0
Belgium,BEL,01/03/2021,,,,,214,,,,18.0
Belgium,BEL,01/04/2021,,,,,239,,,,21.0
Belgium,BEL,01/05/2021,2368,2368.0,,,296,0.02,0.02,,26.0
Belgium,BEL,01/06/2021,6234,6234.0,,3866.0,780,0.05,0.05,,67.0
Belgium,BEL,01/07/2021,14368,14368.0,,8134.0,1940,0.12,0.12,,167.0
Belgium,BEL,01/08/2021,23519,23519.0,,9151.0,3247,0.2,0.2,,280.0
Belgium,BEL,01/09/2021,26720,26720.0,,3201.0,3648,0.23,0.23,,315.0
Belgium,BEL,01/10/2021,27117,27117.0,,397.0,3648,0.23,0.23,,315.0
Belgium,BEL,01/11/2021,32566,32566.0,,5449.0,4370,0.28,0.28,,377.0
Belgium,BEL,01/12/2021,48087,48087.0,,15521.0,6531,0.41,0.41,,564.0
Belgium,BEL,01/13/2021,68992,68992.0,,20905.0,8965,0.6,0.6,,774.0
Belgium,BEL,01/14/2021,91772,91772.0,,22780.0,11058,0.79,0.79,,954.0
Belgium,BEL,01/15/2021,114761,114761.0,,22989.0,13035,0.99,0.99,,1125.0
Belgium,BEL,01/16/2021,119788,119788.0,,5027.0,13295,1.03,1.03,,1147.0
Belgium,BEL,01/17/2021,123076,123076.0,,3288.0,13708,1.06,1.06,,1183.0
Belgium,BEL,01/18/2021,133940,133831.0,109.0,10864.0,14482,1.16,1.15,0.0,1250.0
Belgium,BEL,01/19/2021,153150,152860.0,290.0,19210.0,15009,1.32,1.32,0.0,1295.0
Belgium,BEL,01/20/2021,174099,173387.0,712.0,20949.0,15015,1.5,1.5,0.01,1296.0
Belgium,BEL,01/21/2021,203919,203207.0,712.0,29820.0,16021,1.76,1.75,0.01,1382.0
Belgium,BEL,01/22/2021,233019,232276.0,743.0,29100.0,16894,2.01,2.0,0.01,1458.0
Belgium,BEL,01/23/2021,241096,240346.0,750.0,8077.0,17330,2.08,2.07,0.01,1495.0
Belgium,BEL,01/24/2021,242972,242222.0,750.0,1876.0,17128,2.1,2.09,0.01,1478.0
Belgium,BEL,01/25/2021,254167,253417.0,750.0,11195.0,17175,2.19,2.19,0.01,1482.0
Belgium,BEL,01/26/2021,266403,264178.0,2225.0,12236.0,16179,2.3,2.28,0.02,1396.0
Belgium,BEL,01/27/2021,282496,277087.0,5409.0,16093.0,15485,2.44,2.39,0.05,1336.0
Belgium,BEL,01/28/2021,304548,292063.0,12485.0,22052.0,14376,2.63,2.52,0.11,1240.0
Belgium,BEL,01/29/2021,324378,303582.0,20796.0,19830.0,13051,2.8,2.62,0.18,1126.0
Belgium,BEL,01/30/2021,328820,305152.0,23668.0,4442.0,12532,2.84,2.63,0.2,1081.0
Belgium,BEL,01/31/2021,329713,305717.0,23996.0,893.0,12392,2.84,2.64,0.21,1069.0
Belgium,BEL,02/01/2021,337287,309600.0,27687.0,7574.0,11874,2.91,2.67,0.24,1025.0
Belgium,BEL,02/02/2021,359955,319271.0,40684.0,22668.0,13365,3.11,2.75,0.35,1153.0
Belgium,BEL,02/03/2021,388415,328575.0,59840.0,28460.0,15131,3.35,2.84,0.52,1306.0
Belgium,BEL,02/04/2021,420060,337436.0,82624.0,31645.0,16502,3.62,2.91,0.71,1424.0
Belgium,BEL,02/05/2021,449041,344835.0,104206.0,28981.0,17809,3.87,2.98,0.9,1537.0
Belgium,BEL,02/06/2021,455267,346048.0,109219.0,6226.0,18064,3.93,2.99,0.94,1559.0
Belgium,BEL,02/07/2021,458384,346347.0,112037.0,3117.0,18382,3.96,2.99,0.97,1586.0
Belgium,BEL,02/08/2021,467986,348575.0,119411.0,9602.0,18671,4.04,3.01,1.03,1611.0
Belgium,BEL,02/09/2021,494244,356024.0,138220.0,26258.0,19184,4.26,3.07,1.19,1655.0
Belgium,BEL,02/10/2021,518556,362470.0,156086.0,24312.0,18592,4.47,3.13,1.35,1604.0
Belgium,BEL,02/11/2021,552766,369812.0,182954.0,34210.0,18958,4.77,3.19,1.58,1636.0
Belgium,BEL,02/12/2021,585289,375869.0,209420.0,32523.0,19464,5.05,3.24,1.81,1679.0
Belgium,BEL,02/13/2021,593219,376404.0,216815.0,7930.0,19707,5.12,3.25,1.87,1700.0
Belgium,BEL,02/14/2021,595137,376477.0,218660.0,1918.0,19536,5.14,3.25,1.89,1686.0
Belgium,BEL,02/15/2021,608135,378238.0,229897.0,12998.0,20021,5.25,3.26,1.98,1727.0
Belgium,BEL,02/16/2021,622240,382323.0,239917.0,14105.0,18285,5.37,3.3,2.07,1578.0
Belgium,BEL,02/17/2021,638528,387800.0,250728.0,16288.0,17139,5.51,3.35,2.16,1479.0
Belgium,BEL,02/18/2021,661853,397259.0,264594.0,23325.0,15584,5.71,3.43,2.28,1345.0
Belgium,BEL,02/19/2021,687879,412749.0,275130.0,26026.0,14656,5.94,3.56,2.37,1265.0
Belgium,BEL,02/20/2021,692340,416071.0,276269.0,4461.0,14160,5.97,3.59,2.38,1222.0
Belgium,BEL,02/21/2021,693782,417479.0,276303.0,1442.0,14092,5.99,3.6,2.38,1216.0
Belgium,BEL,02/22/2021,702656,424412.0,278244.0,8874.0,13503,6.06,3.66,2.4,1165.0
Belgium,BEL,02/23/2021,709568,428729.0,280839.0,6912.0,12475,6.12,3.7,2.42,1076.0
Bermuda,BMU,01/10/2021,0,0.0,,,,0.0,0.0,,
Bermuda,BMU,01/11/2021,,,,,278,,,,4464.0
Bermuda,BMU,01/12/2021,,,,,278,,,,4464.0
Bermuda,BMU,01/13/2021,,,,,278,,,,4464.0
Bermuda,BMU,01/14/2021,,,,,278,,,,4464.0
Bermuda,BMU,01/15/2021,,,,,278,,,,4464.0
Bermuda,BMU,01/16/2021,1665,1665.0,,,278,2.67,2.67,,4464.0
Bermuda,BMU,01/17/2021,,,,,264,,,,4239.0
Bermuda,BMU,01/18/2021,,,,,250,,,,4015.0
Bermuda,BMU,01/19/2021,,,,,236,,,,3790.0
Bermuda,BMU,01/20/2021,,,,,222,,,,3565.0
Bermuda,BMU,01/21/2021,,,,,209,,,,3356.0
Bermuda,BMU,01/22/2021,,,,,195,,,,3131.0
Bermuda,BMU,01/23/2021,2932,2932.0,,,181,4.71,4.71,,2907.0
Bermuda,BMU,01/24/2021,,,,,195,,,,3131.0
Bermuda,BMU,01/25/2021,,,,,209,,,,3356.0
Bermuda,BMU,01/26/2021,,,,,224,,,,3597.0
Bermuda,BMU,01/27/2021,,,,,238,,,,3822.0
Bermuda,BMU,01/28/2021,,,,,252,,,,4047.0
Bermuda,BMU,01/29/2021,,,,,266,,,,4272.0
Bermuda,BMU,01/30/2021,4897,4897.0,,,281,7.86,7.86,,4512.0
Bermuda,BMU,01/31/2021,,,,,326,,,,5235.0
Bermuda,BMU,02/01/2021,,,,,372,,,,5974.0
Bermuda,BMU,02/02/2021,,,,,417,,,,6696.0
Bermuda,BMU,02/03/2021,,,,,463,,,,7435.0
Bermuda,BMU,02/04/2021,,,,,509,,,,8174.0
Bermuda,BMU,02/05/2021,,,,,554,,,,8896.0
Bermuda,BMU,02/06/2021,9095,7504.0,1591.0,,600,14.61,12.05,2.55,9635.0
Bermuda,BMU,02/07/2021,,,,,557,,,,8944.0
Bermuda,BMU,02/08/2021,,,,,515,,,,8270.0
Bermuda,BMU,02/09/2021,10000,8400.0,1600.0,,472,16.06,13.49,2.57,7580.0
Bermuda,BMU,02/10/2021,,,,,461,,,,7403.0
Bermuda,BMU,02/11/2021,,,,,451,,,,7242.0
Bermuda,BMU,02/12/2021,,,,,440,,,,7066.0
Bermuda,BMU,02/13/2021,,,,,430,,,,6905.0
Bermuda,BMU,02/14/2021,,,,,462,,,,7419.0
Bermuda,BMU,02/15/2021,13155,,,,494,21.12,,,7933.0
Bermuda,BMU,02/16/2021,,,,,531,,,,8527.0
Bermuda,BMU,02/17/2021,,,,,536,,,,8607.0
Bermuda,BMU,02/18/2021,,,,,540,,,,8671.0
Bermuda,BMU,02/19/2021,,,,,545,,,,8752.0
Bermuda,BMU,02/20/2021,,,,,550,,,,8832.0
Bermuda,BMU,02/21/2021,,,,,555,,,,8912.0
Bermuda,BMU,02/22/2021,17073,12304.0,4769.0,,560,27.42,19.76,7.66,8993.0
Bolivia,BOL,01/28/2021,0,,,,,0.0,,,
Bolivia,BOL,01/29/2021,12,,,12.0,12,0.0,,,1.0
Bolivia,BOL,01/30/2021,39,,,27.0,20,0.0,,,2.0
Bolivia,BOL,01/31/2021,67,,,28.0,22,0.0,,,2.0
Bolivia,BOL,02/01/2021,570,,,503.0,142,0.0,,,12.0
Bolivia,BOL,02/02/2021,1593,,,1023.0,319,0.01,,,27.0
Bolivia,BOL,02/03/2021,3560,,,1967.0,593,0.03,,,51.0
Bolivia,BOL,02/04/2021,,,,,627,,,,54.0
Bolivia,BOL,02/05/2021,,,,,743,,,,64.0
Bolivia,BOL,02/06/2021,,,,,857,,,,73.0
Bolivia,BOL,02/07/2021,,,,,971,,,,83.0
Bolivia,BOL,02/08/2021,,,,,1017,,,,87.0
Bolivia,BOL,02/09/2021,,,,,989,,,,85.0
Bolivia,BOL,02/10/2021,,,,,826,,,,71.0
Bolivia,BOL,02/11/2021,10167,,,,826,0.09,,,71.0
Brazil,BRA,01/16/2021,0,0.0,,,,0.0,0.0,,
Brazil,BRA,01/17/2021,112,112.0,,112.0,112,0.0,0.0,,1.0
Brazil,BRA,01/18/2021,1109,1109.0,,997.0,554,0.0,0.0,,3.0
Brazil,BRA,01/19/2021,11470,11470.0,,10361.0,3823,0.01,0.01,,18.0
Brazil,BRA,01/20/2021,28543,28543.0,,17073.0,7136,0.01,0.01,,34.0
Brazil,BRA,01/21/2021,136519,136519.0,,107976.0,27304,0.06,0.06,,128.0
Brazil,BRA,01/22/2021,245877,245877.0,,109358.0,40980,0.12,0.12,,193.0
Brazil,BRA,01/23/2021,537774,537774.0,,291897.0,76825,0.25,0.25,,361.0
Brazil,BRA,01/24/2021,604722,604722.0,,66948.0,86373,0.28,0.28,,406.0
Brazil,BRA,01/25/2021,700608,700608.0,,95886.0,99928,0.33,0.33,,470.0
Brazil,BRA,01/26/2021,848883,848883.0,,148275.0,119630,0.4,0.4,,563.0
Brazil,BRA,01/27/2021,1129885,1129885.0,,281002.0,157335,0.53,0.53,,740.0
Brazil,BRA,01/28/2021,1450900,1450900.0,,321015.0,187769,0.68,0.68,,883.0
Brazil,BRA,01/29/2021,1668032,1656851.0,,217132.0,203165,0.78,0.78,,956.0
Brazil,BRA,01/30/2021,2003211,1923813.0,,335179.0,209348,0.94,0.91,,985.0
Brazil,BRA,01/31/2021,2074059,2046523.0,,70848.0,209905,0.98,0.96,,988.0
Brazil,BRA,02/01/2021,2124307,2107624.0,,50248.0,203386,1.0,0.99,,957.0
Brazil,BRA,02/02/2021,2292551,2292551.0,,168244.0,206238,1.08,1.08,,970.0
Brazil,BRA,02/03/2021,2521704,2521704.0,,229153.0,198831,1.19,1.19,,935.0
Brazil,BRA,02/04/2021,3073057,3073057.0,,551353.0,231737,1.45,1.45,,1090.0
Brazil,BRA,02/05/2021,3074906,3074906.0,,1849.0,200982,1.45,1.45,,946.0
Brazil,BRA,02/06/2021,3401383,3399421.0,1962.0,326477.0,199739,1.6,1.6,0.0,940.0
Brazil,BRA,02/07/2021,3553681,3534004.0,19677.0,152298.0,211375,1.67,1.66,0.01,994.0
Brazil,BRA,02/08/2021,3605538,3579850.0,25688.0,51857.0,211604,1.7,1.68,0.01,996.0
Brazil,BRA,02/09/2021,3820207,3786591.0,33616.0,214669.0,218237,1.8,1.78,0.02,1027.0
Brazil,BRA,02/10/2021,4120332,4069677.0,50655.0,300125.0,228375,1.94,1.91,0.02,1074.0
Brazil,BRA,02/11/2021,4406835,4326075.0,80760.0,286503.0,190540,2.07,2.04,0.04,896.0
Brazil,BRA,02/12/2021,4696136,4586270.0,109866.0,289301.0,231604,2.21,2.16,0.05,1090.0
Brazil,BRA,02/13/2021,5125206,4946738.0,178468.0,429070.0,246260,2.41,2.33,0.08,1159.0
Brazil,BRA,02/14/2021,5236943,5042713.0,194230.0,111737.0,240466,2.46,2.37,0.09,1131.0
Brazil,BRA,02/15/2021,5293979,5076110.0,217869.0,57036.0,241206,2.49,2.39,0.1,1135.0
Brazil,BRA,02/16/2021,5609937,5324317.0,285620.0,315958.0,255676,2.64,2.5,0.13,1203.0
Brazil,BRA,02/17/2021,5883539,5326007.0,557532.0,273602.0,251887,2.77,2.51,0.26,1185.0
Brazil,BRA,02/18/2021,6206680,5482925.0,723755.0,323141.0,257121,2.92,2.58,0.34,1210.0
Brazil,BRA,02/19/2021,6535156,5640483.0,894673.0,328476.0,262717,3.07,2.65,0.42,1236.0
Brazil,BRA,02/20/2021,6813168,5756361.0,1056807.0,278012.0,241137,3.21,2.71,0.5,1134.0
Brazil,BRA,02/21/2021,6950802,5817908.0,1132894.0,137634.0,244837,3.27,2.74,0.53,1152.0
Brazil,BRA,02/22/2021,7028356,5857080.0,1171276.0,77554.0,247768,3.31,2.76,0.55,1166.0
Brazil,BRA,02/23/2021,7297061,6002873.0,1294188.0,268705.0,241018,3.43,2.82,0.61,1134.0
Brazil,BRA,02/24/2021,7551676,6116082.0,1435594.0,254615.0,238305,3.55,2.88,0.68,1121.0
Bulgaria,BGR,12/29/2020,1719,1719.0,,,,0.02,0.02,,
Bulgaria,BGR,12/30/2020,4608,4608.0,,2889.0,2889,0.07,0.07,,416.0
Bulgaria,BGR,12/31/2020,,,,,1477,,,,213.0
Bulgaria,BGR,01/01/2021,4739,4739.0,,,1007,0.07,0.07,,145.0
Bulgaria,BGR,01/02/2021,,,,,799,,,,115.0
Bulgaria,BGR,01/03/2021,,,,,675,,,,97.0
Bulgaria,BGR,01/04/2021,,,,,592,,,,85.0
Bulgaria,BGR,01/05/2021,5448,5448.0,,,533,0.08,0.08,,77.0
Bulgaria,BGR,01/06/2021,7913,7913.0,,2465.0,472,0.11,0.11,,68.0
Bulgaria,BGR,01/07/2021,11117,11117.0,,3204.0,920,0.16,0.16,,132.0
Bulgaria,BGR,01/08/2021,13355,13355.0,,2238.0,1231,0.19,0.19,,177.0
Bulgaria,BGR,01/09/2021,13473,13473.0,,118.0,1222,0.19,0.19,,176.0
Bulgaria,BGR,01/10/2021,,,,,1246,,,,179.0
Bulgaria,BGR,01/11/2021,14161,14161.0,,,1270,0.2,0.2,,183.0
Bulgaria,BGR,01/12/2021,15780,15780.0,,1619.0,1476,0.23,0.23,,212.0
Bulgaria,BGR,01/13/2021,17038,17038.0,,1258.0,1304,0.25,0.25,,188.0
Bulgaria,BGR,01/14/2021,17686,17686.0,,648.0,938,0.25,0.25,,135.0
Bulgaria,BGR,01/15/2021,18126,18126.0,,440.0,682,0.26,0.26,,98.0
Bulgaria,BGR,01/16/2021,18332,18332.0,,206.0,694,0.26,0.26,,100.0
Bulgaria,BGR,01/17/2021,18453,18453.0,,121.0,662,0.27,0.27,,95.0
Bulgaria,BGR,01/18/2021,19638,18524.0,1114.0,1185.0,782,0.28,0.27,0.02,113.0
Bulgaria,BGR,01/19/2021,22226,19058.0,3168.0,2588.0,921,0.32,0.27,0.05,133.0
Bulgaria,BGR,01/20/2021,24127,19834.0,4293.0,1901.0,1013,0.35,0.29,0.06,146.0
Bulgaria,BGR,01/21/2021,25251,20719.0,4532.0,1124.0,1081,0.36,0.3,0.07,156.0
Bulgaria,BGR,01/22/2021,26101,21496.0,4605.0,850.0,1139,0.38,0.31,0.07,164.0
Bulgaria,BGR,01/23/2021,26119,21509.0,4610.0,18.0,1112,0.38,0.31,0.07,160.0
Bulgaria,BGR,01/24/2021,26143,21533.0,4610.0,24.0,1099,0.38,0.31,0.07,158.0
Bulgaria,BGR,01/25/2021,26798,22129.0,4669.0,655.0,1023,0.39,0.32,0.07,147.0
Bulgaria,BGR,01/26/2021,29122,23667.0,5455.0,2324.0,985,0.42,0.34,0.08,142.0
Bulgaria,BGR,01/27/2021,32917,25245.0,7672.0,3795.0,1256,0.47,0.36,0.11,181.0
Bulgaria,BGR,01/28/2021,37636,26753.0,10883.0,4719.0,1769,0.54,0.39,0.16,255.0
Bulgaria,BGR,01/29/2021,40805,27856.0,12949.0,3169.0,2101,0.59,0.4,0.19,302.0
Bulgaria,BGR,01/30/2021,41020,27957.0,13063.0,215.0,2129,0.59,0.4,0.19,306.0
Bulgaria,BGR,01/31/2021,41125,28041.0,13084.0,105.0,2140,0.59,0.4,0.19,308.0
Bulgaria,BGR,02/01/2021,42634,28978.0,13656.0,1509.0,2262,0.61,0.42,0.2,326.0
Bulgaria,BGR,02/02/2021,45917,30817.0,15100.0,3283.0,2399,0.66,0.44,0.22,345.0
Bulgaria,BGR,02/03/2021,50124,33691.0,16433.0,4207.0,2458,0.72,0.48,0.24,354.0
Bulgaria,BGR,02/04/2021,54025,36929.0,17096.0,3901.0,2341,0.78,0.53,0.25,337.0
Bulgaria,BGR,02/05/2021,56860,39468.0,17392.0,2835.0,2294,0.82,0.57,0.25,330.0
Bulgaria,BGR,02/06/2021,57016,39624.0,17392.0,156.0,2285,0.82,0.57,0.25,329.0
Bulgaria,BGR,02/07/2021,57038,39646.0,17392.0,22.0,2273,0.82,0.57,0.25,327.0
Bulgaria,BGR,02/08/2021,58888,41407.0,17481.0,1850.0,2322,0.85,0.6,0.25,334.0
Bulgaria,BGR,02/09/2021,62428,44482.0,17946.0,3540.0,2359,0.9,0.64,0.26,340.0
Bulgaria,BGR,02/10/2021,66163,47551.0,18612.0,3735.0,2291,0.95,0.68,0.27,330.0
Bulgaria,BGR,02/11/2021,71123,51435.0,19688.0,4960.0,2443,1.02,0.74,0.28,352.0
Bulgaria,BGR,02/12/2021,74694,54123.0,20571.0,3571.0,2548,1.07,0.78,0.3,367.0
Bulgaria,BGR,02/13/2021,75320,54646.0,20674.0,626.0,2615,1.08,0.79,0.3,376.0
Bulgaria,BGR,02/14/2021,75388,54690.0,20698.0,68.0,2621,1.08,0.79,0.3,377.0
Bulgaria,BGR,02/15/2021,77436,56113.0,21323.0,2048.0,2650,1.11,0.81,0.31,381.0
Bulgaria,BGR,02/16/2021,81338,58562.0,22776.0,3902.0,2701,1.17,0.84,0.33,389.0
Bulgaria,BGR,02/17/2021,85920,61813.0,24107.0,4582.0,2822,1.24,0.89,0.35,406.0
Bulgaria,BGR,02/18/2021,90514,65073.0,25441.0,4594.0,2770,1.3,0.94,0.37,399.0
Bulgaria,BGR,02/19/2021,104268,77518.0,26750.0,13754.0,4225,1.5,1.12,0.38,608.0
Bulgaria,BGR,02/20/2021,108356,81433.0,26923.0,4088.0,4719,1.56,1.17,0.39,679.0
Bulgaria,BGR,02/21/2021,119354,92381.0,26973.0,10998.0,6281,1.72,1.33,0.39,904.0
Bulgaria,BGR,02/22/2021,131063,103111.0,27952.0,11709.0,7661,1.89,1.48,0.4,1103.0
Bulgaria,BGR,02/23/2021,148226,118549.0,29677.0,17163.0,9555,2.13,1.71,0.43,1375.0
Bulgaria,BGR,02/24/2021,168462,136454.0,32008.0,20236.0,11792,2.42,1.96,0.46,1697.0
Cambodia,KHM,02/09/2021,0,0.0,,,,0.0,0.0,,
Cambodia,KHM,02/10/2021,1492,1492.0,,1492.0,1492,0.01,0.01,,89.0
Cambodia,KHM,02/11/2021,,,,,871,,,,52.0
Cambodia,KHM,02/12/2021,,,,,663,,,,40.0
Cambodia,KHM,02/13/2021,,,,,560,,,,33.0
Cambodia,KHM,02/14/2021,,,,,498,,,,30.0
Cambodia,KHM,02/15/2021,,,,,456,,,,27.0
Cambodia,KHM,02/16/2021,,,,,427,,,,26.0
Cambodia,KHM,02/17/2021,3236,3236.0,,,249,0.02,0.02,,15.0
Cambodia,KHM,02/18/2021,,,,,312,,,,19.0
Cambodia,KHM,02/19/2021,4609,4609.0,,,374,0.03,0.03,,22.0
Cambodia,KHM,02/20/2021,,,,,451,,,,27.0
Cambodia,KHM,02/21/2021,,,,,529,,,,32.0
Cambodia,KHM,02/22/2021,,,,,606,,,,36.0
Cambodia,KHM,02/23/2021,7770,7770.0,,,683,0.05,0.05,,41.0
Canada,CAN,12/19/2020,,8734.0,,,,,0.02,,
Canada,CAN,12/26/2020,,33734.0,,,,,0.09,,
Canada,CAN,01/02/2021,,77521.0,,,,,0.21,,
Canada,CAN,01/09/2021,,211528.0,4492.0,,,,0.56,0.01,
Canada,CAN,01/12/2021,267078,,,,,0.71,,,
Canada,CAN,01/13/2021,288488,,,21410.0,4282,0.76,,,113.0
Canada,CAN,01/14/2021,310788,,,22300.0,7285,0.82,,,193.0
Canada,CAN,01/15/2021,342227,,,31439.0,10736,0.91,,,284.0
Canada,CAN,01/16/2021,,560798.0,26768.0,,14575,,1.49,0.07,386.0
Canada,CAN,01/17/2021,,,,,18415,,,,488.0
Canada,CAN,01/18/2021,422864,,,,22255,1.12,,,590.0
Canada,CAN,01/19/2021,459780,,,36916.0,27529,1.22,,,729.0
Canada,CAN,01/20/2021,485739,,,25959.0,28179,1.29,,,747.0
Canada,CAN,01/21/2021,706464,,,220725.0,56525,1.87,,,1498.0
Canada,CAN,01/22/2021,752377,,,45913.0,58593,1.99,,,1552.0
Canada,CAN,01/23/2021,,772050.0,59217.0,,57133,,2.05,0.16,1514.0
Canada,CAN,01/24/2021,,,,,55673,,,,1475.0
Canada,CAN,01/25/2021,802354,,,,54213,2.13,,,1436.0
Canada,CAN,01/26/2021,827042,,,24688.0,52466,2.19,,,1390.0
Canada,CAN,01/27/2021,890536,,,63494.0,57828,2.36,,,1532.0
Canada,CAN,01/28/2021,910676,,,20140.0,29173,2.41,,,773.0
Canada,CAN,01/29/2021,937338,,,26662.0,26423,2.48,,,700.0
Canada,CAN,01/30/2021,,855909.0,113445.0,,25822,,2.27,0.3,684.0
Canada,CAN,01/31/2021,,,,,25221,,,,668.0
Canada,CAN,02/01/2021,974690,,,,24619,2.58,,,652.0
Canada,CAN,02/02/2021,985975,,,11285.0,22705,2.61,,,602.0
Canada,CAN,02/03/2021,999253,,,13278.0,15531,2.65,,,412.0
Canada,CAN,02/04/2021,1015083,,,15830.0,14915,2.69,,,395.0
Canada,CAN,02/05/2021,1042171,,,27088.0,14976,2.76,,,397.0
Canada,CAN,02/06/2021,,900556.0,173804.0,,15805,,2.39,0.46,419.0
Canada,CAN,02/07/2021,,,,,16634,,,,441.0
Canada,CAN,02/08/2021,1096929,,,,17463,2.91,,,463.0
Canada,CAN,02/09/2021,1119294,,,22365.0,19046,2.97,,,505.0
Canada,CAN,02/10/2021,1153987,,,34693.0,22105,3.06,,,586.0
Canada,CAN,02/11/2021,1186400,,,32413.0,24474,3.14,,,648.0
Canada,CAN,02/12/2021,1221539,,,35139.0,25624,3.24,,,679.0
Canada,CAN,02/13/2021,,972407.0,307218.0,,25464,,2.58,0.81,675.0
Canada,CAN,02/14/2021,,,,,25303,,,,670.0
Canada,CAN,02/15/2021,1272929,,,,25143,3.37,,,666.0
Canada,CAN,02/16/2021,1306784,,,33855.0,26784,3.46,,,710.0
Canada,CAN,02/17/2021,1329036,,,22252.0,25007,3.52,,,663.0
Canada,CAN,02/18/2021,1354289,,,25253.0,23984,3.59,,,635.0
Canada,CAN,02/19/2021,1402139,,,47850.0,25800,3.72,,,684.0
Canada,CAN,02/20/2021,,,,,30584,,,,810.0
Canada,CAN,02/21/2021,,,,,35369,,,,937.0
Canada,CAN,02/22/2021,1554003,,,,40153,4.12,,,1064.0
Canada,CAN,02/23/2021,1602365,,,48362.0,42226,4.25,,,1119.0
Canada,CAN,02/24/2021,1652282,,,49917.0,46178,4.38,,,1224.0
Cayman Islands,CYM,12/26/2020,0,0.0,,,,0.0,0.0,,
Cayman Islands,CYM,12/27/2020,,,,,275,,,,4184.0
Cayman Islands,CYM,12/28/2020,,,,,275,,,,4184.0
Cayman Islands,CYM,12/29/2020,,,,,275,,,,4184.0
Cayman Islands,CYM,12/30/2020,,,,,275,,,,4184.0
Cayman Islands,CYM,12/31/2020,,,,,275,,,,4184.0
Cayman Islands,CYM,01/01/2021,,,,,275,,,,4184.0
Cayman Islands,CYM,01/02/2021,,,,,275,,,,4184.0
Cayman Islands,CYM,01/03/2021,,,,,275,,,,4184.0
Cayman Islands,CYM,01/04/2021,,,,,275,,,,4184.0
Cayman Islands,CYM,01/05/2021,,,,,275,,,,4184.0
Cayman Islands,CYM,01/06/2021,,,,,275,,,,4184.0
Cayman Islands,CYM,01/07/2021,,,,,275,,,,4184.0
Cayman Islands,CYM,01/08/2021,,,,,275,,,,4184.0
